date,strategy,nav
2013-02-01,EW,1.001218369459125
2013-02-04,EW,0.9995517917812196
2013-02-05,EW,0.9995081800071008
2013-02-06,EW,1.0014413083127194
2013-02-07,EW,0.9982667661905608
2013-02-08,EW,1.002033017880272
2013-02-11,EW,1.0002136578537932
2013-02-12,EW,1.0016537882673122
2013-02-13,EW,1.0003669489325682
2013-02-14,EW,1.000626484269342
2013-02-15,EW,0.9970714545506836
2013-02-19,EW,0.99865951253214
2013-02-20,EW,0.9920402462368524
2013-02-21,EW,0.9884967552244954
2013-02-22,EW,0.99304857783988
2013-02-25,EW,0.9898403978025891
2013-02-26,EW,0.9923902094588308
2013-02-27,EW,0.994663655745458
2013-02-28,EW,0.9929848977498672
2013-02-01,GMV,0.998841952572138
2013-02-04,GMV,1.0012338115305812
2013-02-05,GMV,1.0006073006511296
2013-02-06,GMV,1.002663505323344
2013-02-07,GMV,1.0024374548262192
2013-02-08,GMV,1.0040938239386323
2013-02-11,GMV,1.0033953998947818
2013-02-12,GMV,1.003082594009841
2013-02-13,GMV,1.000779338735928
2013-02-14,GMV,1.0034863357406982
2013-02-15,GMV,1.0021609571181944
2013-02-19,GMV,1.0027544201302936
2013-02-20,GMV,1.0017258941529874
2013-02-21,GMV,1.0020016920919044
2013-02-22,GMV,1.004866306551406
2013-02-25,GMV,1.0067448471114044
2013-02-26,GMV,1.0064319214550377
2013-02-27,GMV,1.0084507488041676
2013-02-28,GMV,1.0092314091295382
2013-02-01,ERC,0.9984821197047736
2013-02-04,ERC,1.000555677123219
2013-02-05,ERC,0.9989942407717924
2013-02-06,ERC,1.0014827222708118
2013-02-07,ERC,0.9997228399457078
2013-02-08,ERC,1.002243458540678
2013-02-11,ERC,1.0007787907774832
2013-02-12,ERC,1.0010716093838292
2013-02-13,ERC,0.9985995938215454
2013-02-14,ERC,1.0005363629409998
2013-02-15,ERC,0.9977763351469104
2013-02-19,ERC,0.997919308618024
2013-02-20,ERC,0.9947842689584394
2013-02-21,ERC,0.994052648263956
2013-02-22,ERC,0.9970980110616048
2013-02-25,ERC,0.999174008158885
2013-02-26,ERC,0.9995462075692976
2013-02-27,ERC,1.0003416370293297
2013-02-28,ERC,0.9999968373746504
2013-02-01,CTB_ONLY,0.9977619783312368
2013-02-04,CTB_ONLY,0.9999859785036136
2013-02-05,CTB_ONLY,0.99786658025639
2013-02-06,CTB_ONLY,1.001280589377307
2013-02-07,CTB_ONLY,0.9988327599706508
2013-02-08,CTB_ONLY,1.0022782099119285
2013-02-11,CTB_ONLY,1.000897414537601
2013-02-12,CTB_ONLY,1.0013050990549222
2013-02-13,CTB_ONLY,0.9982394390099028
2013-02-14,CTB_ONLY,1.0007700664656594
2013-02-15,CTB_ONLY,0.997769870273422
2013-02-19,CTB_ONLY,0.9979952213785293
2013-02-20,CTB_ONLY,0.9944268715913568
2013-02-21,CTB_ONLY,0.9935220227454356
2013-02-22,CTB_ONLY,0.9972973004860856
2013-02-25,CTB_ONLY,0.9995708670839046
2013-02-26,CTB_ONLY,0.9999022549143144
2013-02-27,CTB_ONLY,1.0011250552486033
2013-02-28,CTB_ONLY,1.0007831595592414
2013-02-01,RB_CTB_BAND,0.9983227059230778
2013-02-04,RB_CTB_BAND,1.000395821354663
2013-02-05,RB_CTB_BAND,0.998611589991142
2013-02-06,RB_CTB_BAND,1.0015805327632177
2013-02-07,RB_CTB_BAND,0.9995372607463062
2013-02-08,RB_CTB_BAND,1.0024654389298702
2013-02-11,RB_CTB_BAND,1.001040445974745
2013-02-12,RB_CTB_BAND,1.0013731425146966
2013-02-13,RB_CTB_BAND,0.998587644369387
2013-02-14,RB_CTB_BAND,1.0010367828174518
2013-02-15,RB_CTB_BAND,0.9982337738904996
2013-02-19,RB_CTB_BAND,0.998370821065347
2013-02-20,RB_CTB_BAND,0.9950315576725524
2013-02-21,RB_CTB_BAND,0.9941103948483814
2013-02-22,RB_CTB_BAND,0.9976267512494988
2013-02-25,RB_CTB_BAND,0.9996348489784196
2013-02-26,RB_CTB_BAND,1.0000168523533162
2013-02-27,RB_CTB_BAND,1.0012648665471606
2013-02-28,RB_CTB_BAND,1.000988129845578
2013-03-01,EW,1.001050526789114
2013-03-04,EW,1.000215682173485
2013-03-05,EW,1.004480433821817
2013-03-06,EW,1.0033066378352564
2013-03-07,EW,1.0020507968773835
2013-03-08,EW,1.0018144913964868
2013-03-11,EW,1.0024255916807188
2013-03-12,EW,1.002645657500603
2013-03-13,EW,1.000606701022736
2013-03-14,EW,1.0039711708216104
2013-03-15,EW,1.004760098862129
2013-03-18,EW,1.003282398469024
2013-03-19,EW,1.0025233432135825
2013-03-20,EW,1.002967814825226
2013-03-21,EW,1.0014534308174847
2013-03-22,EW,1.0041114218102776
2013-03-25,EW,1.002162450872083
2013-03-26,EW,1.006777478528327
2013-03-27,EW,1.009728342055344
2013-03-28,EW,1.008614130004883
2013-03-01,GMV,1.003014281439593
2013-03-04,GMV,1.0021898859527565
2013-03-05,GMV,1.0029702979159292
2013-03-06,GMV,1.0008779869721418
2013-03-07,GMV,0.9981880326426436
2013-03-08,GMV,0.9955636662217768
2013-03-11,GMV,0.996421975187132
2013-03-12,GMV,0.9978936804406872
2013-03-13,GMV,0.9976982663167836
2013-03-14,GMV,0.9992584324392034
2013-03-15,GMV,1.000880778854523
2013-03-18,GMV,1.002147720867557
2013-03-19,GMV,1.0034497738841452
2013-03-20,GMV,1.0019743720435752
2013-03-21,GMV,1.0017408249826785
2013-03-22,GMV,1.0037390956782788
2013-03-25,GMV,1.0032846681993806
2013-03-26,GMV,1.005354687078981
2013-03-27,GMV,1.008427302124504
2013-03-28,GMV,1.0080802698120452
2013-03-01,ERC,1.0019958930176418
2013-03-04,ERC,1.000488253481584
2013-03-05,ERC,1.0022487680189252
2013-03-06,ERC,0.9999453985753928
2013-03-07,ERC,0.997402861768842
2013-03-08,ERC,0.9950331251239722
2013-03-11,ERC,0.9956398167638204
2013-03-12,ERC,0.9973003456876204
2013-03-13,ERC,0.9960079986761652
2013-03-14,ERC,0.9979340241227492
2013-03-15,ERC,0.9996119613432234
2013-03-18,ERC,1.0004984734865885
2013-03-19,ERC,1.0013786247668823
2013-03-20,ERC,0.9996700525565636
2013-03-21,ERC,1.0000975858705956
2013-03-22,ERC,1.0018517929144777
2013-03-25,ERC,1.0008675681819832
2013-03-26,ERC,1.0036781618137631
2013-03-27,ERC,1.0072852490421438
2013-03-28,ERC,1.005819153610175
2013-03-01,CTB_ONLY,1.002208434880026
2013-03-04,CTB_ONLY,1.0010091424717438
2013-03-05,CTB_ONLY,1.0033747134003324
2013-03-06,CTB_ONLY,1.0000508303833286
2013-03-07,CTB_ONLY,0.9972212871346376
2013-03-08,CTB_ONLY,0.994033969793261
2013-03-11,CTB_ONLY,0.9952649393907768
2013-03-12,CTB_ONLY,0.997638556204604
2013-03-13,CTB_ONLY,0.9964852213951686
2013-03-14,CTB_ONLY,0.9984122753916046
2013-03-15,CTB_ONLY,1.000775781409728
2013-03-18,CTB_ONLY,1.0017283521442593
2013-03-19,CTB_ONLY,1.0032540240904662
2013-03-20,CTB_ONLY,1.0009305090757803
2013-03-21,CTB_ONLY,1.002218780752911
2013-03-22,CTB_ONLY,1.0048289838016506
2013-03-25,CTB_ONLY,1.0027808204993915
2013-03-26,CTB_ONLY,1.0062139256530551
2013-03-27,CTB_ONLY,1.0102142460016
2013-03-28,CTB_ONLY,1.0082207619181724
2013-03-01,RB_CTB_BAND,1.0021485156653052
2013-03-04,RB_CTB_BAND,1.000591387977821
2013-03-05,RB_CTB_BAND,1.002770824634567
2013-03-06,RB_CTB_BAND,1.000085543365107
2013-03-07,RB_CTB_BAND,0.9973917938193664
2013-03-08,RB_CTB_BAND,0.994667779708341
2013-03-11,RB_CTB_BAND,0.9954447566216584
2013-03-12,RB_CTB_BAND,0.9972680201506818
2013-03-13,RB_CTB_BAND,0.9959630372799176
2013-03-14,RB_CTB_BAND,0.9978549196006188
2013-03-15,RB_CTB_BAND,0.9999029242620692
2013-03-18,RB_CTB_BAND,1.0007603592924994
2013-03-19,RB_CTB_BAND,1.0019501732560387
2013-03-20,RB_CTB_BAND,0.9999977751289124
2013-03-21,RB_CTB_BAND,1.0008070279727297
2013-03-22,RB_CTB_BAND,1.0029460068591
2013-03-25,RB_CTB_BAND,1.0016975109184982
2013-03-26,RB_CTB_BAND,1.0049846706890389
2013-03-27,RB_CTB_BAND,1.0088644040040946
2013-03-28,RB_CTB_BAND,1.0071465056122466
2013-04-01,EW,0.9987051133888512
2013-04-02,EW,0.9980302455484578
2013-04-03,EW,0.9941918927883574
2013-04-04,EW,0.9989848145906798
2013-04-05,EW,1.0030560037660912
2013-04-08,EW,1.0034721398017403
2013-04-09,EW,1.0064475692166044
2013-04-10,EW,1.0061342760245244
2013-04-11,EW,1.0083762518004349
2013-04-12,EW,1.0036946447924706
2013-04-15,EW,0.9840497170619328
2013-04-16,EW,0.9912983480263768
2013-04-17,EW,0.9847637422187956
2013-04-18,EW,0.9855544301941938
2013-04-19,EW,0.990945105148604
2013-04-22,EW,0.9947211881236474
2013-04-23,EW,0.9965720746134016
2013-04-24,EW,1.0009582471420388
2013-04-25,EW,1.0056306654404394
2013-04-26,EW,1.0050976759091492
2013-04-29,EW,1.0105187550330723
2013-04-30,EW,1.0130278867007332
2013-04-01,GMV,1.0000079522752068
2013-04-02,GMV,1.0000527990280197
2013-04-03,GMV,1.0012788169645848
2013-04-04,GMV,1.005767442044355
2013-04-05,GMV,1.007815489842436
2013-04-08,GMV,1.0069936446161465
2013-04-09,GMV,1.0077409553900325
2013-04-10,GMV,1.00645809633514
2013-04-11,GMV,1.0082791216947231
2013-04-12,GMV,1.0119670901941504
2013-04-15,GMV,1.0086530178168105
2013-04-16,GMV,1.0094271813067344
2013-04-17,GMV,1.0077607666715616
2013-04-18,GMV,1.0053193754147225
2013-04-19,GMV,1.0079663173669708
2013-04-22,GMV,1.009679440006604
2013-04-23,GMV,1.0117105446334258
2013-04-24,GMV,1.012449367012418
2013-04-25,GMV,1.0128328839303768
2013-04-26,GMV,1.0155431102802364
2013-04-29,GMV,1.015956253711214
2013-04-30,GMV,1.015778291279262
2013-04-01,ERC,1.0002223882125787
2013-04-02,ERC,0.999045740370183
2013-04-03,ERC,0.9986892897039312
2013-04-04,ERC,1.003725167563538
2013-04-05,ERC,1.0086414087175883
2013-04-08,ERC,1.0074402598009615
2013-04-09,ERC,1.0090055060060952
2013-04-10,ERC,1.0061556148540964
2013-04-11,ERC,1.0080406354329388
2013-04-12,ERC,1.0079236017545763
2013-04-15,ERC,0.997155372562135
2013-04-16,ERC,0.9998193528425756
2013-04-17,ERC,0.9970806388891912
2013-04-18,ERC,0.9971144907910388
2013-04-19,ERC,1.0003978452473916
2013-04-22,ERC,1.003150251008281
2013-04-23,ERC,1.0039329808546602
2013-04-24,ERC,1.0068496391679094
2013-04-25,ERC,1.0092580156654865
2013-04-26,ERC,1.0109560305869545
2013-04-29,ERC,1.0133881322763427
2013-04-30,ERC,1.0142919398652384
2013-04-01,CTB_ONLY,1.001288222277677
2013-04-02,CTB_ONLY,1.0004132564464892
2013-04-03,CTB_ONLY,1.0000218003840744
2013-04-04,CTB_ONLY,1.0069010860502745
2013-04-05,CTB_ONLY,1.0142785534966836
2013-04-08,CTB_ONLY,1.0127636359314591
2013-04-09,CTB_ONLY,1.0139678961072514
2013-04-10,CTB_ONLY,1.0110668828404985
2013-04-11,CTB_ONLY,1.0134739512602116
2013-04-12,CTB_ONLY,1.0153776412904458
2013-04-15,CTB_ONLY,1.0040456553317323
2013-04-16,CTB_ONLY,1.0069254549937616
2013-04-17,CTB_ONLY,1.0033405865757214
2013-04-18,CTB_ONLY,1.004096807250496
2013-04-19,CTB_ONLY,1.006643904322457
2013-04-22,CTB_ONLY,1.0095957764635846
2013-04-23,CTB_ONLY,1.0108668453249805
2013-04-24,CTB_ONLY,1.0144419511999905
2013-04-25,CTB_ONLY,1.0163649628474651
2013-04-26,CTB_ONLY,1.019101308581268
2013-04-29,CTB_ONLY,1.0221023639433084
2013-04-30,CTB_ONLY,1.0231121133765777
2013-04-01,RB_CTB_BAND,1.000992558136613
2013-04-02,RB_CTB_BAND,0.999729043060133
2013-04-03,RB_CTB_BAND,0.9993305167182028
2013-04-04,RB_CTB_BAND,1.004903844639568
2013-04-05,RB_CTB_BAND,1.0106905684984804
2013-04-08,RB_CTB_BAND,1.0090604936641066
2013-04-09,RB_CTB_BAND,1.0105154408572885
2013-04-10,RB_CTB_BAND,1.007669833613695
2013-04-11,RB_CTB_BAND,1.0097597403826688
2013-04-12,RB_CTB_BAND,1.0104212926480325
2013-04-15,RB_CTB_BAND,0.999757651834272
2013-04-16,RB_CTB_BAND,1.0026523349100995
2013-04-17,RB_CTB_BAND,0.9995878773966682
2013-04-18,RB_CTB_BAND,0.9999081116027853
2013-04-19,RB_CTB_BAND,1.00295779724545
2013-04-22,RB_CTB_BAND,1.005694410570974
2013-04-23,RB_CTB_BAND,1.0064701736521304
2013-04-24,RB_CTB_BAND,1.009572365190624
2013-04-25,RB_CTB_BAND,1.0116417722590147
2013-04-26,RB_CTB_BAND,1.013518403187441
2013-04-29,RB_CTB_BAND,1.016195709810157
2013-04-30,RB_CTB_BAND,1.0176642041532724
2013-05-01,EW,0.9953072066235148
2013-05-02,EW,0.9995986961531266
2013-05-03,EW,0.9994482338425226
2013-05-06,EW,0.9998919437703936
2013-05-07,EW,0.9997262556172164
2013-05-08,EW,1.004132176342439
2013-05-09,EW,0.9997791819204428
2013-05-10,EW,0.9959960262666114
2013-05-13,EW,0.9928487081941084
2013-05-14,EW,0.9921066464222936
2013-05-15,EW,0.9927670550103664
2013-05-16,EW,0.9923618427522246
2013-05-17,EW,0.9906758934291082
2013-05-20,EW,0.995029999524498
2013-05-21,EW,0.9950934658987928
2013-05-22,EW,0.9848435582666092
2013-05-23,EW,0.983623762045141
2013-05-24,EW,0.9808602185576664
2013-05-28,EW,0.976554930901911
2013-05-29,EW,0.973501242906522
2013-05-30,EW,0.9742988942444516
2013-05-31,EW,0.963753621305339
2013-05-01,GMV,1.0006047151311903
2013-05-02,GMV,1.001950833470714
2013-05-03,GMV,0.9968547127153046
2013-05-06,GMV,0.9964402436234112
2013-05-07,GMV,0.9966365698948876
2013-05-08,GMV,0.9975276453179128
2013-05-09,GMV,0.996377437376937
2013-05-10,GMV,0.9930712539355891
2013-05-13,GMV,0.9912689846457772
2013-05-14,GMV,0.9900003280610944
2013-05-15,GMV,0.992722004633662
2013-05-16,GMV,0.995322551685584
2013-05-17,GMV,0.9928892216386708
2013-05-20,GMV,0.9922878306785712
2013-05-21,GMV,0.9948214651318452
2013-05-22,GMV,0.9867724292118338
2013-05-23,GMV,0.9869283019888536
2013-05-24,GMV,0.9869643979812426
2013-05-28,GMV,0.9795354330915544
2013-05-29,GMV,0.9795771750909068
2013-05-30,GMV,0.9796449651333804
2013-05-31,GMV,0.9753618500968958
2013-05-01,ERC,0.998915063835412
2013-05-02,ERC,1.0011900382506107
2013-05-03,ERC,0.9965248142119244
2013-05-06,ERC,0.996220781927956
2013-05-07,ERC,0.9954315663063976
2013-05-08,ERC,0.9980087378993372
2013-05-09,ERC,0.995236131784074
2013-05-10,ERC,0.9907632722406786
2013-05-13,ERC,0.9876870284240664
2013-05-14,ERC,0.98522291499034
2013-05-15,ERC,0.986662517383607
2013-05-16,ERC,0.9886529578592348
2013-05-17,ERC,0.984979842417759
2013-05-20,ERC,0.9871677871758054
2013-05-21,ERC,0.9886030678794664
2013-05-22,ERC,0.979102854719374
2013-05-23,ERC,0.97940729077418
2013-05-24,ERC,0.9781579640543596
2013-05-28,ERC,0.970491477554224
2013-05-29,ERC,0.9702636631548508
2013-05-30,ERC,0.9704387836058714
2013-05-31,ERC,0.9636258553370604
2013-05-01,CTB_ONLY,0.9994472578596854
2013-05-02,CTB_ONLY,1.0026505118882258
2013-05-03,CTB_ONLY,0.997204403456616
2013-05-06,CTB_ONLY,0.9967517734232104
2013-05-07,CTB_ONLY,0.995606348066892
2013-05-08,CTB_ONLY,0.9995742731935838
2013-05-09,CTB_ONLY,0.9963176717922628
2013-05-10,CTB_ONLY,0.9915265301046684
2013-05-13,CTB_ONLY,0.9880286790131412
2013-05-14,CTB_ONLY,0.9856907493364064
2013-05-15,CTB_ONLY,0.9885565863697576
2013-05-16,CTB_ONLY,0.9908045194196358
2013-05-17,CTB_ONLY,0.9874567269221898
2013-05-20,CTB_ONLY,0.9896811200614088
2013-05-21,CTB_ONLY,0.9920167524116784
2013-05-22,CTB_ONLY,0.9818863316913272
2013-05-23,CTB_ONLY,0.9828043905799668
2013-05-24,CTB_ONLY,0.9817285671499144
2013-05-28,CTB_ONLY,0.9727988512663756
2013-05-29,CTB_ONLY,0.9749519263087713
2013-05-30,CTB_ONLY,0.9760675188085586
2013-05-31,CTB_ONLY,0.9672785221570508
2013-05-01,RB_CTB_BAND,0.998943004096198
2013-05-02,RB_CTB_BAND,1.0015394935124715
2013-05-03,RB_CTB_BAND,0.9966519612268246
2013-05-06,RB_CTB_BAND,0.9962620950644008
2013-05-07,RB_CTB_BAND,0.9954409151910478
2013-05-08,RB_CTB_BAND,0.9984852217823912
2013-05-09,RB_CTB_BAND,0.9956306006684508
2013-05-10,RB_CTB_BAND,0.9909218580764948
2013-05-13,RB_CTB_BAND,0.9877592224605102
2013-05-14,RB_CTB_BAND,0.985166847954788
2013-05-15,RB_CTB_BAND,0.9871371616968856
2013-05-16,RB_CTB_BAND,0.9892086442735504
2013-05-17,RB_CTB_BAND,0.9855510057352248
2013-05-20,RB_CTB_BAND,0.987760935213078
2013-05-21,RB_CTB_BAND,0.9894739236592146
2013-05-22,RB_CTB_BAND,0.9793739107159564
2013-05-23,RB_CTB_BAND,0.9794587331660568
2013-05-24,RB_CTB_BAND,0.9782520422674716
2013-05-28,RB_CTB_BAND,0.9697719476314418
2013-05-29,RB_CTB_BAND,0.970351406787955
2013-05-30,RB_CTB_BAND,0.9704412288595434
